0.028,0.591
0.028,0.59
0.029,0.587
0.031,0.58
0.034,0.573
0.037,0.569
0.04,0.569
0.044,0.569
0.048,0.569
0.052,0.569
0.057,0.569
0.062,0.569
0.067,0.569
0.072,0.569
0.077,0.569
0.082,0.569
0.088,0.569
0.093,0.569
0.099,0.57
0.104,0.57
0.11,0.57
0.116,0.57
0.122,0.57
0.127,0.57
0.133,0.57
0.139,0.57
0.145,0.571
0.15,0.571
0.159,0.571
0.172,0.571
0.192,0.572
0.222,0.573
0.249,0.574
0.273,0.575
0.296,0.576
0.321,0.578
0.353,0.58
0.384,0.582
0.416,0.584
0.437,0.586
0.453,0.587
0.467,0.588
0.481,0.589
0.495,0.591
0.508,0.592
0.521,0.593
0.534,0.595
0.547,0.596
0.564,0.598
0.589,0.601
0.622,0.605
0.634,0.607
0.643,0.608
0.653,0.61
0.662,0.611
0.673,0.613
0.684,0.615
0.696,0.617
0.712,0.619
0.736,0.624
0.755,0.628
0.765,0.63
0.774,0.632
0.783,0.634
0.791,0.636
0.8,0.639
0.81,0.642
0.825,0.646
0.848,0.654
0.859,0.658
0.867,0.661
0.874,0.664
0.88,0.667
0.887,0.67
0.894,0.674
0.904,0.678
0.918,0.677
0.939,0.676
0.946,0.676
0.952,0.676
0.957,0.677
0.963,0.677
0.969,0.677
0.977,0.678
0.988,0.678
1.005,0.68
1.011,0.682
1.017,0.683
1.022,0.684
1.027,0.685
1.033,0.687
1.041,0.689
1.052,0.691
1.068,0.69
1.073,0.689
1.078,0.689
1.083,0.688
1.089,0.688
1.096,0.687
1.108,0.686
1.119,0.684
1.126,0.683
1.131,0.683
1.138,0.682
1.147,0.681
1.159,0.679
1.168,0.678
1.174,0.677
1.179,0.677
1.184,0.676
1.187,0.676
1.186,0.676
1.184,0.676
1.182,0.676
1.179,0.677
1.179,0.677
1.178,0.677
1.177,0.677
1.176,0.677
1.174,0.677
1.17,0.678
1.167,0.678
1.165,0.678
1.161,0.679
1.157,0.679
1.153,0.68
1.15,0.68
1.147,0.681
1.143,0.681
1.137,0.682
1.133,0.683
1.129,0.683
1.123,0.684
1.115,0.685
1.11,0.685
1.104,0.686
1.098,0.687
1.092,0.687
1.084,0.688
1.076,0.689
1.068,0.69
1.06,0.69
1.052,0.691
1.045,0.69
1.039,0.688
1.035,0.687
1.03,0.686
1.025,0.685
1.022,0.684
1.017,0.683
1.01,0.681
1.004,0.68
0.997,0.679
0.991,0.678
0.985,0.678
0.978,0.678
0.971,0.677
0.966,0.677
0.959,0.677
0.954,0.676
0.951,0.676
0.947,0.676
0.941,0.676
0.938,0.676
0.935,0.677
0.929,0.677
0.923,0.677
0.919,0.677
0.914,0.677
0.908,0.677
0.902,0.678
0.897,0.676
0.891,0.673
0.886,0.67
0.882,0.668
0.877,0.666
0.872,0.663
0.868,0.662
0.863,0.66
0.858,0.658
0.854,0.656
0.851,0.655
0.847,0.653
0.842,0.652
0.838,0.65
0.834,0.649
0.829,0.647
0.824,0.646
0.819,0.644
0.815,0.643
0.81,0.642
0.806,0.64
0.801,0.639
0.797,0.638
0.793,0.637
0.79,0.636
0.785,0.635
0.781,0.634
0.778,0.633
0.774,0.632
0.77,0.631
0.766,0.631
0.764,0.63
0.759,0.629
0.755,0.628
0.752,0.627
0.748,0.627
0.744,0.626
0.74,0.625
0.737,0.624
0.733,0.624
0.729,0.623
0.726,0.622
0.723,0.621
0.719,0.621
0.716,0.62
0.712,0.62
0.708,0.619
0.705,0.618
0.702,0.618
0.698,0.617
0.694,0.616
0.69,0.616
0.687,0.615
0.683,0.614
0.68,0.614
0.676,0.613
0.673,0.613
0.67,0.612
0.666,0.612
0.662,0.611
0.659,0.611
0.655,0.61
0.652,0.609
0.648,0.609
0.645,0.609
0.642,0.608
0.638,0.608
0.635,0.607
0.632,0.607
0.629,0.606
0.626,0.606
0.623,0.605
0.62,0.605
0.616,0.605
0.613,0.604
0.611,0.604
0.608,0.603
0.605,0.603
0.602,0.603
0.599,0.602
0.596,0.602
0.593,0.601
0.591,0.601
0.588,0.601
0.586,0.601
0.583,0.6
0.58,0.6
0.578,0.6
0.575,0.599
0.572,0.599
0.57,0.599
0.567,0.598
0.565,0.598
0.562,0.598
0.559,0.597
0.556,0.597
0.553,0.597
0.551,0.596
0.549,0.596
0.546,0.596
0.543,0.596
0.541,0.595
0.539,0.595
0.536,0.595
0.533,0.595
0.53,0.594
0.527,0.594
0.524,0.594
0.521,0.593
0.519,0.593
0.518,0.593
0.516,0.593
0.515,0.593
0.513,0.592
0.511,0.592
0.508,0.592
0.506,0.592
0.505,0.592
0.502,0.591
0.5,0.591
0.498,0.591
0.496,0.591
0.494,0.591
0.491,0.59
0.488,0.59
0.486,0.59
0.483,0.59
0.48,0.589
0.478,0.589
0.476,0.589
0.474,0.589
0.471,0.589
0.469,0.588
0.467,0.588
0.465,0.588
0.463,0.588
0.461,0.588
0.458,0.587
0.456,0.587
0.454,0.587
0.452,0.587
0.449,0.587
0.447,0.586
0.445,0.586
0.443,0.586
0.441,0.586
0.439,0.586
0.437,0.586
0.435,0.585
0.434,0.585
0.431,0.585
0.429,0.585
0.427,0.585
0.425,0.585
0.422,0.584
0.42,0.584
0.417,0.584
0.415,0.584
0.413,0.584
0.411,0.584
0.409,0.583
0.407,0.583
0.406,0.583
0.404,0.583
0.402,0.583
0.4,0.583
0.398,0.583
0.396,0.582
0.394,0.582
0.392,0.582
0.39,0.582
0.388,0.582
0.386,0.582
0.385,0.582
0.383,0.581
0.381,0.581
0.38,0.581
0.378,0.581
0.376,0.581
0.375,0.581
0.373,0.581
0.371,0.581
0.37,0.581
0.368,0.58
0.366,0.58
0.364,0.58
0.362,0.58
0.36,0.58
0.359,0.58
0.357,0.58
0.355,0.58
0.353,0.58
0.352,0.579
0.351,0.579
0.349,0.579
0.347,0.579
0.345,0.579
0.343,0.579
0.34,0.579
0.339,0.579
0.337,0.579
0.335,0.578
0.333,0.578
0.331,0.578
0.329,0.578
0.327,0.578
0.326,0.578
0.324,0.578
0.322,0.578
0.32,0.578
0.318,0.577
0.317,0.577
0.315,0.577
0.313,0.577
0.311,0.577
0.309,0.577
0.307,0.577
0.306,0.577
0.303,0.577
0.302,0.577
0.3,0.576
0.298,0.576
0.298,0.576
0.296,0.576
0.295,0.576
0.293,0.576
0.291,0.576
0.289,0.576
0.287,0.576
0.285,0.576
0.284,0.576
0.284,0.576
0.283,0.576
0.281,0.576
0.279,0.575
0.277,0.575
0.275,0.575
0.274,0.575
0.272,0.575
0.27,0.575
0.268,0.575
0.266,0.575
0.264,0.575
0.262,0.575
0.261,0.575
0.259,0.574
0.258,0.574
0.257,0.574
0.256,0.574
0.255,0.574
0.252,0.574
0.25,0.574
0.249,0.574
0.248,0.574
0.247,0.574
0.246,0.574
0.245,0.574
0.243,0.574
0.242,0.574
0.241,0.574
0.24,0.574
0.238,0.574
0.236,0.573
0.234,0.573
0.232,0.573
0.232,0.573
0.231,0.573
0.229,0.573
0.228,0.573
0.227,0.573
0.225,0.573
0.225,0.573
0.224,0.573
0.223,0.573
0.221,0.573
0.219,0.573
0.217,0.573
0.215,0.573
0.214,0.573
0.213,0.573
0.211,0.573
0.21,0.572
0.207,0.572
0.206,0.572
0.204,0.572
0.201,0.572
0.2,0.572
0.199,0.572
0.198,0.572
0.197,0.572
0.195,0.572
0.194,0.572
0.192,0.572
0.19,0.572
0.189,0.572
0.189,0.572
0.188,0.572
0.187,0.572
0.186,0.572
0.185,0.572
